user_id,username,email,password_hash,full_name,age,gender,city,state,preferred_categories,signup_date,is_admin,is_active
U00011,grahamheather74,achristian@example.net,pbkdf2:sha256:da6ed2ed12061361a85e2960ef4579c9514c1a5c8f69126a5ce15f327bc9600b,Amanda Gross,64,Male,New Rachel,Alabama,"Fashion, Home & Kitchen",2024-06-07,False,True
U00012,melissa7077,sarakrueger@example.net,pbkdf2:sha256:44c79948f0b843ab502c8a499a8d9b839435946ffa37cecd54d5559eec31a14a,Jerome Turner,31,Female,Lake Jeff,Vermont,Fashion,2025-02-15,False,True
U00013,laura9736,acarr@example.org,pbkdf2:sha256:ac1a645ce8ef1d40aa49b5f522da7884e4bb6e33aee7acaab2fa562e9cf88e55,Ethan Burns,56,Male,Williamfort,Alabama,"Electronics, Home & Kitchen, Grocery",2024-07-14,False,True
U00014,andersonariel20,john21@example.net,pbkdf2:sha256:060a126da317aeda3d8a29af9a45c0424936c4a204939a937986ba8a433ec764,Brenda Mckee,56,Other,Teresamouth,New Jersey,"Health, Books",2023-06-04,False,True
U00015,dawnjohnson84,mike10@example.com,pbkdf2:sha256:4423a1738403f3941be6cbc8a497b8f389c5fbea774ab1c1ae141cd5e008e7cb,Andrew Sanchez,28,Female,Erinport,Utah,"Beauty, Books, Health",2025-10-22,False,True
U00016,lawrenceamy93,zparsons@example.net,pbkdf2:sha256:4e1debd8e0e33581bccd9388123b5a240ff2d874bccad2725786c16a3fce17d8,Kelsey Garner,63,Female,East Mariohaven,Oklahoma,"Health, Sports",2024-11-07,False,True
U00017,kingbrent14,robertstyler@example.net,pbkdf2:sha256:d238f36b3c3860427a2bd75a2cde26e361d1ad5680b08eea9d1d3a4b07a0725c,Shane Miller,65,Female,Port Annatown,Minnesota,"Toys, Books, Automotive, Electronics",2024-11-05,False,True
U00018,floresthomas19,colinhernandez@example.com,pbkdf2:sha256:76909381056047468d6ae43bb93f82f2d93b4b162adc87e6c93d29a0e34d031e,Denise Page,23,Male,Simpsonside,Tennessee,Beauty,2025-08-04,False,True
U00019,uperez43,cynthia68@example.net,pbkdf2:sha256:3cb5ce2ee2e39d4b69931a7f4427a1aa9d90c8b7dcded0adc5d291c19b0824f0,Alan Taylor,35,Other,South Christopherton,Nevada,"Home & Kitchen, Grocery, Automotive",2023-09-08,False,True
U00020,powelllaura66,sarahmartin@example.org,pbkdf2:sha256:260fac781f6ac9936b64f91a7d2ed2da9aaa193361c9b68aa587d94c62465bbf,Jacob Schroeder,41,Male,East Chelseaport,Rhode Island,Fashion,2024-04-11,False,True
U00021,williamlewis83,ojohnson@example.net,pbkdf2:sha256:b19340fa3e9f864e83c0fa4f55ed6594cbabd6f4bccaf3ed0cd067271067dae5,Kristi Bright,31,Female,Port Daniel,West Virginia,"Sports, Beauty, Fashion, Books",2025-04-08,False,True
U00022,rmiles76,marygarner@example.com,pbkdf2:sha256:110051c2266dba1b761cf69499740ec93a336d273336e695e686806bfe97a933,Juan Perkins,53,Female,Anthonyview,Nevada,Beauty,2023-06-22,False,True
U00023,christine3376,sarah73@example.com,pbkdf2:sha256:fa1b31d3e394113d30310889f6b87703e4e5a8818cbc61d64f0d2e160bac3766,Jennifer Grant,25,Male,Port Jennifer,Minnesota,"Electronics, Fashion, Books, Beauty",2025-08-18,False,True
U00024,april4595,james20@example.org,pbkdf2:sha256:c860a7ef0aee4a518e0cad55bae346ff37c22388b71af19507c17f9e4e91e2cf,Denise Hill,19,Other,Vegaview,Louisiana,Toys,2024-04-30,False,True
U00025,lbutler31,vkelley@example.net,pbkdf2:sha256:5969fb86660332c01831d039f391f3ad7e6f439f556ffcf3ca72e524884e267a,Colleen Miller,46,Other,Ashleychester,Florida,"Sports, Fashion, Home & Kitchen, Books",2025-04-03,False,True
U00026,utaylor29,terrymichael@example.net,pbkdf2:sha256:02457f862260b3935f02c56051ed77b04f1a702a08bdf201288240ac8f6b871b,Brenda Myers,51,Male,Danaborough,North Dakota,"Books, Sports",2024-08-27,False,True
U00027,vyoung31,moralesnicole@example.com,pbkdf2:sha256:e8cd4302203a16d945e93b7eaff904dda97e40b8c15ffe9203adbd6b9746b08d,Carolyn Anderson,32,Male,Timton,Wyoming,"Electronics, Grocery",2023-06-22,False,True
U00028,stephanie4199,katherineberry@example.net,pbkdf2:sha256:418989ff92a1edd270124fcfd6728737150f35e6519bcfa3c7f9e2e4ca91d760,Jill Smith,21,Male,Peterton,Rhode Island,"Toys, Automotive",2026-02-05,False,True
U00029,donnaward23,odunn@example.net,pbkdf2:sha256:ce936c6598ebf573dcced385eafc9d404f464342c8fc310d3d591273f0ed45d3,Alexander Young,26,Male,South Bonnie,Alabama,"Sports, Home & Kitchen",2023-07-27,False,True
U00030,jamie6942,stevensgeoffrey@example.net,pbkdf2:sha256:21cfddb158cc45d50cad25cb763c98cffbd44a0cf74ae3729de6084f34dd7b47,Gabriel Russell,46,Other,Alexanderfort,Wisconsin,"Toys, Home & Kitchen",2024-06-20,False,True
U00031,marissa7535,stevenjones@example.net,pbkdf2:sha256:5e98b86e9d8df8dd872eae5833631f78ef2369b3849f93a42eae7851018ec167,Shawn King,26,Other,South Edwin,Ohio,"Grocery, Electronics",2025-06-06,False,False
U00032,stephaniepatterson28,nicolegamble@example.net,pbkdf2:sha256:a00fe84d6c0a88419e781c558ba48530c5bed42f34bb476861f99924f98ca285,Meagan Jones,45,Other,Smithbury,Minnesota,"Books, Grocery, Home & Kitchen",2025-01-26,False,True
U00033,justinmason33,joebennett@example.com,pbkdf2:sha256:3fe02044882507d369b11116ac91871b467d9b411d1c3f67d926e96a8cd8ef14,Eric Rich,26,Female,Port Bradley,Indiana,"Sports, Toys",2025-07-09,False,True
U00034,nicole8015,heather18@example.com,pbkdf2:sha256:263e640c8161ecfba5b2ebb89b044456a6cfcdf121601edb81213fcd01ef41db,Jackie West,57,Female,Katieville,Kansas,"Home & Kitchen, Health, Grocery",2024-08-20,False,True
U00035,resparza75,brandon36@example.org,pbkdf2:sha256:ea767d10c658d47707f91f4103667668d089c01260f1618949c527533be6eb90,Heather Robertson,51,Other,West Rachel,Wyoming,"Fashion, Sports, Books, Beauty",2025-05-02,False,True
U00036,lewischarles96,jason42@example.com,pbkdf2:sha256:10b1b312eab2e8baf656a6022528cdb6727af795c8be468242c84ba7d592db96,Edward Hines,33,Other,Debrafurt,West Virginia,"Sports, Grocery",2025-10-24,False,True
U00037,ashley8535,colegary@example.org,pbkdf2:sha256:3c3a98431b5916b519fe3c9d693c75339b1e22910a9d4aac00014b38cc4f8266,Shannon Hale,21,Male,West Kathryn,Iowa,"Electronics, Sports, Automotive",2023-10-17,False,True
U00038,watsonglen65,jeffrey22@example.com,pbkdf2:sha256:0bdc319c185c51efcb878a011416b486caf1866b20d1498660192279dfc8fb7d,John King,41,Female,Danielshire,Hawaii,"Automotive, Books, Toys",2023-06-11,False,True
U00039,omarchurch84,mark49@example.com,pbkdf2:sha256:cec9fbb3411165c88b3c36161695ff7ef70cf8977ab46168acaa8a4a7a409878,Allison Mckee,48,Male,Williamberg,Wyoming,Automotive,2024-09-21,False,True
U00040,rachelknapp55,phill@example.net,pbkdf2:sha256:950a229e24bed4f35249de39dded00e8b4e77c2e7bd5189521d983d7ebcf0307,Charlotte Wilson,36,Female,Rickybury,New Jersey,Home & Kitchen,2024-12-26,False,True
U00041,larryestes70,johnbennett@example.net,pbkdf2:sha256:37f658ea478255309d957b63658be6ab549176a5fae5f2939117b2e3ac9a4849,George Carroll,19,Female,Kevinfort,Vermont,"Health, Fashion, Home & Kitchen, Books",2025-07-12,False,True
U00042,henrybreanna70,grivera@example.com,pbkdf2:sha256:50f4298266d1f91689019162eea133aec48d5ef0b2cf124fefd81f440c70e1c7,Danielle Williams,25,Male,Ramoshaven,West Virginia,Books,2025-07-21,False,True
U00043,mcknightlacey54,lori65@example.com,pbkdf2:sha256:3c084b5e1f35283ede6f62233ab2a22b27062a05e347af414784dda9615d35ca,Douglas Adams,33,Male,Lake Paul,New Jersey,Electronics,2026-02-13,False,True
U00044,gregorylee65,gary04@example.com,pbkdf2:sha256:fb19918bf652254a90f3b0ade03c690e9e916972f50eb7dcc8780729ef96705a,Sharon Saunders,59,Female,Moorehaven,North Carolina,"Home & Kitchen, Grocery",2023-10-31,False,True
U00045,bfarrell12,jamesburgess@example.com,pbkdf2:sha256:34f26fe5f91556d4dab1bb3cf38a9f6b10f61e3fbf3bdb87d66f24b2bb40f5f5,Dr. Devin Hansen PhD,53,Female,Martinezview,Kentucky,"Books, Beauty, Sports",2025-04-04,False,True
U00046,christopher0819,mwalsh@example.com,pbkdf2:sha256:6cfb4a86e08ffc055ec8acbc52d532aa58a460ea4a320dafecdbb200016bbe28,Matthew Jones,49,Other,Gordonville,Louisiana,"Automotive, Home & Kitchen, Fashion, Grocery",2023-06-08,False,True
U00047,townsendalexa22,shannonbrown@example.org,pbkdf2:sha256:bf0f9c1310fbf027c542043f7252839af351044e59106872d141f0d6e6960fa4,Michael Jones,40,Female,Smithville,Tennessee,"Books, Fashion, Sports, Grocery",2025-09-18,False,True
U00048,nlopez25,baileymatthew@example.net,pbkdf2:sha256:831d4669fc99cc7f3af8c22d6fe68fd4a4fcda4ab1ff509262e3ce4056079df0,Jessica Bates,36,Male,West Robert,Connecticut,"Beauty, Grocery, Electronics",2025-08-03,False,True
U00049,jbarnes73,rebeccagarrison@example.net,pbkdf2:sha256:4e01ff395970be36cb4c5aa994cad66dba4652b340cd4985cec4b7609cc459a7,Mary Little DVM,24,Female,Tammyport,Oregon,"Books, Sports, Health",2024-05-14,False,True
U00050,andrea0070,hamiltonsusan@example.net,pbkdf2:sha256:f34e531e496621b2ab2bc8b5f95259680de68beef284dec15eff1aae2bd75dbd,Kevin Osborne,36,Other,Brayberg,Delaware,"Beauty, Health, Books",2024-12-19,False,False
U00051,joyce1128,evansmandy@example.org,pbkdf2:sha256:0b9c1c3fad9f87d8afab5f96e3e961d7bb664c1a768ee0e356136eefd7241866,Chad Gregory,41,Other,South Jonathan,New York,"Toys, Fashion, Books, Sports",2025-11-20,False,False
U00052,martinmelanie57,rodriguezjennifer@example.net,pbkdf2:sha256:6bd2cdbf17e347712f4dc665f366eb69727bbd3f046be277160974fb2d530bd5,Mark Harris,21,Female,Ambershire,Wyoming,"Sports, Grocery",2026-02-13,False,True
U00053,grayadam99,austinnorris@example.net,pbkdf2:sha256:ca89a4f4fc99bc1d5b77c66af1e7d330e35cd1b48a42d9a5625ae1d9e64f1232,John Davis,62,Male,East Katherinemouth,Arizona,"Automotive, Health",2025-02-18,False,True
U00054,hfowler87,tarnold@example.net,pbkdf2:sha256:5f7bd5a6b6114c1b21e2dc76f190273f77873d4c41aa4f43ab5ae6084e3d7907,David Wiggins,54,Female,Murraychester,New Mexico,"Sports, Beauty, Automotive",2024-02-15,False,True
U00055,ayersfelicia23,leedestiny@example.com,pbkdf2:sha256:7bdfc8f3b0ad12b21602238eba79fe9b7ab514eeafde22f0ba0cf22b684f46d4,Ann Morales,37,Female,Mccormickberg,Indiana,"Health, Electronics, Sports, Grocery",2024-05-09,False,True
U00056,johnsondeborah15,sanderskarina@example.org,pbkdf2:sha256:c822f3658ae5d2d88b509d7280fb3789a33d5592646eaec7c6f8f7f624c32294,Melissa Howard,42,Female,Parsonsside,Michigan,"Health, Home & Kitchen, Sports, Beauty",2024-05-17,False,True
U00057,jason4639,anthony60@example.com,pbkdf2:sha256:9dc78a03c4bdbb9335d97b1d82b7f216a408f018aff134e6ad53ff9de4f63713,Amy Dennis,62,Other,Petersenmouth,Indiana,"Books, Fashion",2024-02-26,False,True
U00058,brianjohnson52,jason81@example.org,pbkdf2:sha256:d2a44019bf57134c035b5ee76525fe9c859241adbd081a0963a7b684a2850d56,Kyle Hull,18,Other,North Kevinview,Illinois,Sports,2025-12-03,False,True
U00059,smithjasmine47,kimberlyhuynh@example.com,pbkdf2:sha256:03e5b91715adcaefc56ab13f7b51f1103b1ff2e46bbbcb458e007615fe0ad8ff,Scott Dominguez,52,Male,Rowehaven,Maine,"Electronics, Sports, Books",2025-08-24,False,True
U00060,williamsmelanie73,reyespaula@example.net,pbkdf2:sha256:11d575de21d872468644fd696bff2ea4ad39fc4f6fe8a7143aa566fc86b974a1,Samuel Ponce,34,Female,Stephenberg,Wyoming,"Health, Grocery, Automotive, Sports",2023-12-20,False,True
U00061,djohnson64,ifisher@example.com,pbkdf2:sha256:b4a5f6ad07b8ca6f9160b8260975fe89a3eb0dd2deb35eb795819e383faf68cf,Christopher Nichols,50,Male,South Adam,Alabama,"Beauty, Automotive, Books",2024-02-22,False,True
U00062,olawson14,brandonlucero@example.org,pbkdf2:sha256:58b38dc2fa5760f3a71e08d00e5df6d8126d38b1fcc6d00d7de276e36ab36bec,Anthony Daniel,36,Other,North Kathrynberg,Florida,Grocery,2023-09-18,False,True
U00063,ujohnson32,willie53@example.com,pbkdf2:sha256:71a088a2f47039bccbe8bc63d8f4fd0dfca81d411c06e919e955b21634d38756,Kevin Cuevas,48,Female,Ericastad,Colorado,Books,2025-04-26,False,True
U00064,qlee35,morrisjoshua@example.org,pbkdf2:sha256:e4af69d3896aed68a35bbf071883c409e533574c4e467ff793da425369087baa,Nicholas Swanson,57,Other,Rowebury,Illinois,"Sports, Automotive, Books",2025-01-18,False,True
U00065,richardpalmer62,lauriebest@example.net,pbkdf2:sha256:c88936781fab936088a61305abaecbd9610453b310bd6d9c9cbe8fac352e7f83,Shannon Walker,32,Male,Collinsborough,Alaska,"Health, Toys",2024-10-02,False,True
U00066,jacob3116,ninamcdowell@example.com,pbkdf2:sha256:f7cd38601302675f3cc76d463b6eeaf4ea0fed86a9c7e29ed9b50ad9e6d60b89,Charles Berger,38,Female,Coryberg,Kansas,"Grocery, Books",2024-03-23,False,True
U00067,robertedwards92,taylorbrian@example.net,pbkdf2:sha256:308dd88069d3d7c087c2ce12192a32472ce3807e4e72539a33357b15c5483aa9,Jacob Nguyen,29,Female,East Timothyview,Nebraska,"Sports, Electronics, Health",2026-03-01,False,True
U00068,scochran79,rhonda08@example.com,pbkdf2:sha256:49779d54e9f774ad577632d91df355f101f21d6318aa32eed707ec3494668d4e,Emily Briggs,63,Female,Mariaburgh,Alaska,"Automotive, Toys, Home & Kitchen",2026-02-11,False,True
U00069,jennifermarshall35,alexanderlong@example.com,pbkdf2:sha256:e7a805f5ebb9aec2ee131c84454001fe835c319c3056fa879347e28e717196d9,Ryan Guzman,22,Other,Hartmouth,Virginia,"Grocery, Health, Sports, Fashion",2025-05-03,False,True
U00070,karen4523,susan90@example.net,pbkdf2:sha256:fcb091b28656214c2c7d81f444cecd74db133d7e4b32acc4d24cde031d54b885,Todd Reyes,58,Other,East Johnton,Wyoming,"Toys, Grocery, Fashion",2025-04-13,False,True
U00071,sharon9018,mindy70@example.com,pbkdf2:sha256:4ecf6e130421fc29de58930eb1c5977092fa2c36e90366e07c599ad122cc7a7c,Jessica Robinson,18,Female,New Jeffreyview,North Carolina,"Beauty, Home & Kitchen, Grocery",2025-11-30,False,True
U00072,ugates90,judith27@example.org,pbkdf2:sha256:2acc4192314e2a269cce4fd89680048effaf71bab68970f6eb122b45aa61d438,Rebecca Dennis,27,Other,West Phyllis,Wisconsin,Fashion,2025-12-10,False,True
U00073,james9739,mark52@example.net,pbkdf2:sha256:5456a71ff96554f8e3cb5e6aced305a8ca7cb4de67a1a383f85c63243e0d5900,Johnathan Carter,36,Other,North Alexandra,Virginia,"Health, Sports, Toys, Home & Kitchen",2025-02-12,False,True
U00074,olsonshannon42,jamesclark@example.org,pbkdf2:sha256:70b880822d3512d51116e1c098cb35a62cd3207e4855a655939acfff5221d103,Joshua Howard,36,Female,North Shaneborough,Minnesota,Electronics,2026-01-15,False,True
U00075,jenniferweber67,krodriguez@example.net,pbkdf2:sha256:39e34437b69a09be774e99c36795bfa64249ec1cbcefa285952671a18b054bb1,Nancy Mann,24,Female,Port Theodore,Connecticut,"Grocery, Beauty, Home & Kitchen, Electronics",2024-03-04,False,False
U00076,martinezmichael83,mwyatt@example.com,pbkdf2:sha256:5fcde4fd1ec879f23f0e5a78bcae3b6902f63bf98075e268001fc47180cac62f,Carlos Anderson,37,Other,Port Jacob,Wyoming,"Fashion, Health, Beauty",2025-07-06,False,True
U00077,margaretgiles30,jonescrystal@example.net,pbkdf2:sha256:82493418597d6395abdf00933b4db7d8e074ab7906cee39c7128c17bd6fbae92,Jeffery Gomez,54,Female,Lauraport,Kansas,"Sports, Electronics, Health",2024-07-09,False,True
U00078,mckaysheila79,jason80@example.net,pbkdf2:sha256:65960373ac4b4f27a44a2ad1977ccabdf063c1528c7770e7930a2c8c82559961,David Chavez,64,Female,Lake Gregory,Connecticut,"Home & Kitchen, Sports, Electronics, Beauty",2023-11-30,False,True
U00079,michelle4298,stevewilson@example.org,pbkdf2:sha256:e9f9cc4198208665d042c00d3b64e03c7e385950ad0ff0f7f97126de1359f8d2,Angel Sharp,39,Other,Davidberg,Maine,"Toys, Beauty, Grocery",2023-06-07,False,True
U00080,lestersheri47,fberg@example.org,pbkdf2:sha256:9c43ef38619321f2d34937094b31662bb51674f4a6e68a47e01d59fddb04e66b,Christopher Coleman,46,Other,East Nathan,South Dakota,"Toys, Automotive, Beauty, Electronics",2026-05-03,False,True
U00081,rfarrell28,xgalloway@example.net,pbkdf2:sha256:4dc4bd8e741359caf8f2c48459d2c8eadccbf7af626bbaabcf30f8a6c47e8d35,Alexis Contreras,64,Other,Mortonstad,Colorado,"Books, Home & Kitchen, Grocery, Fashion",2024-03-22,False,True
U00082,annastewart90,thomas83@example.org,pbkdf2:sha256:38a26e0df0c2ce1acb259c3265e3c9a8507f30b71222bddf8252e69a68081c05,Dylan Robinson,25,Male,Briggsburgh,Illinois,"Health, Automotive",2024-03-07,False,True
U00083,kristi7910,amandaferguson@example.com,pbkdf2:sha256:78a5b1ae0929275158c763a7d430e8255ca63790b58365344df4b2fdabcf3f4a,Lindsay Taylor,50,Other,Jamesbury,New Hampshire,"Fashion, Toys, Books",2024-07-02,False,True
U00084,cortezthomas88,shicks@example.org,pbkdf2:sha256:c6276112d8a0e35ff027a474572b644329bb1adcb55ad1d507ba236651ff62ae,Stacey Chen,44,Female,East Jesse,Hawaii,Automotive,2026-02-03,False,True
U00085,greenalexandra83,jmartinez@example.com,pbkdf2:sha256:69d954cf86b0633f575feb99029f616cd7711d2288ad049a367229d5097ec1d5,Phillip Nelson,28,Female,Conradshire,Pennsylvania,"Grocery, Beauty, Sports, Health",2023-10-19,False,True
U00086,paulmorris72,michaelherman@example.net,pbkdf2:sha256:03d507dc6b473d697842484418dba879c070dd35aba4173d607daf75ac47c5a5,Toni Cunningham,55,Other,Francofort,Florida,"Books, Toys, Home & Kitchen",2026-02-01,False,True
U00087,lawrence1942,jonesclaudia@example.org,pbkdf2:sha256:30ee86221667541c798ffa5a7ea378707a4174c60be13c36e3177d7e9bf50a64,Jill Hernandez,24,Male,Jenniferview,Georgia,"Home & Kitchen, Health, Automotive, Sports",2024-12-19,False,True
U00088,chanbrenda75,morganmartin@example.net,pbkdf2:sha256:31733dce5f513308eb03b6b9da1b1993d71d870c63edc97797d4e2822d3cb680,Julian Williams,37,Female,Hallmouth,Arizona,"Automotive, Home & Kitchen, Beauty, Fashion",2025-06-23,False,True
U00089,johnny0241,caitlinhartman@example.com,pbkdf2:sha256:3229561ca407c54b92285c84083d0f9854697786bd83a705e1d2857f44251d68,John Rivas,53,Other,East Alexandriamouth,Nevada,Sports,2025-08-25,False,True
U00090,crawforddawn61,cynthia74@example.net,pbkdf2:sha256:3d378022f72db12ec2da81afa1491459fd4a8cf1b65a4b0eddb87eea11cd4230,Ashley Schmitt,62,Male,New Katie,Connecticut,"Sports, Electronics",2024-10-01,False,True
U00091,samuel5719,michaelking@example.com,pbkdf2:sha256:2691e5b010118e22f6aa6d6e4c9b85e534df9cd100343b7c1dfa57c06900439e,Robert Lewis,28,Female,Sandraside,Tennessee,"Toys, Health, Grocery",2024-08-16,False,True
U00092,huffjacqueline45,davidsonvalerie@example.com,pbkdf2:sha256:1142865ff4fbcef30a4be2c9f8cd860089f06f889c630a2a8563d82f67dad90e,Ana Pacheco,33,Other,New Natasha,Tennessee,"Health, Automotive",2025-11-01,False,True
U00093,uclark78,qcarter@example.org,pbkdf2:sha256:47c503ab0abb5185c83fac409321e4b7e690664cef401f06a399a0767889baf9,Adam Ramos,37,Male,Lake Juan,Rhode Island,"Home & Kitchen, Sports",2023-08-22,False,True
U00094,ashleypowell98,michellecole@example.org,pbkdf2:sha256:d6309a93ce1f8f88b17110e8cbdbf5af7a53fa2de4fd40459e31484f027f974d,Russell Hill,28,Female,South Douglaston,Virginia,Fashion,2025-10-16,False,True
U00095,fjohnston36,melissa34@example.org,pbkdf2:sha256:5331fa8d0e73121cd7719ac6c7dc30330f77153b7f8f298a4dd324bf09c4b735,Frank Lopez,26,Other,Port Timothymouth,Arizona,"Grocery, Automotive, Fashion",2024-01-26,False,True
U00096,virginia0724,vjones@example.org,pbkdf2:sha256:eef299887808a3a92964955da83a8356cf418d772ec79ae24f281600a9cf9088,Mrs. Maria Perez,53,Other,Jamesmouth,Maryland,Home & Kitchen,2026-02-25,False,True
U00097,jacqueline3899,charlesrojas@example.net,pbkdf2:sha256:55c007a68dcbb79008a2c0e5267c3e545bfc4e3eba4b49320f7fec06e0930031,Anthony White,41,Female,Lindashire,Rhode Island,Beauty,2024-10-14,False,True
U00098,mcclaineric96,caustin@example.org,pbkdf2:sha256:702be29ec788d49ad9918cc7f06cf342d5f93b0aa1e2e0832ceb61f196b54bd9,John Schroeder,49,Other,South Melissa,New Mexico,Sports,2023-09-17,False,False
U00099,ehays80,gruiz@example.net,pbkdf2:sha256:d1ba548cdb94ca203104c8f8a6d643bb3e31daa7e0a227424805cf62ad3aecf7,Marie Reynolds,25,Other,Kariville,Illinois,"Health, Electronics, Beauty, Books",2025-06-27,False,True
U00100,camposkaitlyn12,obowers@example.com,pbkdf2:sha256:31e272482444a26389c06345460aa191e25a1ee10b6570fa0f2438077aed9695,Hector Crawford,50,Female,Lake Tinamouth,Ohio,Electronics,2024-09-23,False,True
U00101,jonathanwilliams33,bwilliams@example.org,pbkdf2:sha256:6a56d89a20c1d6cc7b03dbbacd492f462da094318e03a20fa18f5bf529ab8855,Thomas Maldonado,41,Female,South Bettyview,Texas,"Toys, Beauty",2024-06-02,False,True
U00102,michael7761,eandrews@example.org,pbkdf2:sha256:1ae070e512c229732fb0504b9aee9b1c9f166c1d0f66878648fce259e3a7ee18,Dr. Jeff Perry Jr.,21,Female,Debraland,Idaho,"Toys, Automotive",2024-11-03,False,True
U00103,gonzalezdaniel41,adamsjoseph@example.net,pbkdf2:sha256:47e30eadae09587776f756c0784473d8c2741e863c2924729942ff10458fb9ed,Jeffery Smith,32,Female,Stephanieburgh,Kentucky,"Automotive, Electronics, Toys",2025-06-16,False,True
U00104,john7840,hicksbrandi@example.org,pbkdf2:sha256:8b3544a003d13ef69d26f58d1af3d68df5cd179eaee133641adafe0e1b5f3fdf,Nancy Williams,44,Male,Lake Jeffrey,Georgia,"Toys, Grocery, Beauty",2025-02-04,False,True
U00105,rebecca8435,meganalvarez@example.net,pbkdf2:sha256:a96e40e17fe6925c1885a89a4af4349dd60cee2628e094c3f045fc1c814b882a,Kendra Lewis,59,Female,Kevinmouth,Mississippi,"Sports, Grocery, Fashion, Automotive",2024-11-17,False,True
U00106,ramirezstephanie11,williamcoleman@example.org,pbkdf2:sha256:c1de1840eb5905de2ea278d725ca2c1ee4cac775bc00b7e8084f854ee557eeb4,Patricia Crosby,57,Male,Timothyberg,New Mexico,"Sports, Toys, Home & Kitchen, Health",2024-03-08,False,True
U00107,laura6725,william09@example.org,pbkdf2:sha256:f967637ff15284b374bcdb9ddbb64b3648ca88218481fa6a786e177e9d22a4dd,Bradley Kim,24,Male,Juarezview,Nebraska,"Electronics, Toys, Books",2024-05-21,False,True
U00108,chavezjohn98,laurenjackson@example.net,pbkdf2:sha256:3cdf0dc4f2ed5f958e9bbd4eb813b8fdb82b36229d6e1834323a156c96569cdf,Maria Hall,50,Female,West Thomaston,Connecticut,"Toys, Health, Books, Electronics",2023-12-10,False,True
U00109,karendunn94,kylewong@example.org,pbkdf2:sha256:675f474fdd553743e8beedf6f3bdb0442bdea253ce063276789412fb4f16c5a3,Robert Davis,22,Other,Millerborough,Missouri,"Sports, Electronics, Beauty, Toys",2025-10-04,False,True
U00110,wgarcia63,kbrown@example.org,pbkdf2:sha256:ecf5ca01edde040a815ad43809d0265168437fac3de640843493920aded2f6f6,Danielle Mitchell,49,Female,West Bobbyland,Kansas,Sports,2023-09-29,False,True
U00111,stephaniecollins11,mcdanielmolly@example.net,pbkdf2:sha256:bb5c2272bec4d62a8fbe9e02dc0b7c667bc9a49da77f288fefafdb7586a2d947,Troy Anderson,25,Female,Johnbury,Minnesota,Home & Kitchen,2024-08-05,False,True
U00112,emmagarcia97,smithrobert@example.org,pbkdf2:sha256:012eb8004b7576cbbcd73d46f2057fcb4424add5275c617e8c1e071ee703d9f6,Alicia Martinez,59,Female,Port Adam,New Jersey,"Electronics, Toys",2023-12-06,False,True
