user_id,username,email,password_hash,full_name,age,gender,city,state,preferred_categories,signup_date,is_admin,is_active
U00039,user00039,user39@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 39,54,Male,Surat,Maharashtra,"Health,Beauty,Automotive,Home & Kitchen",2024-04-24,False,True
U00040,user00040,user40@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 40,65,Male,Chennai,Rajasthan,"Beauty,Home & Kitchen",2023-12-14,False,True
U00041,user00041,user41@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 41,53,Other,Bangalore,UP,Electronics,2024-07-13,False,True
U00042,user00042,user42@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 42,26,Female,Mumbai,UP,"Automotive,Electronics,Books,Beauty",2024-02-22,False,True
U00043,user00043,user43@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 43,44,Female,Delhi,UP,"Beauty,Books",2023-08-16,False,True
U00044,user00044,user44@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 44,31,Female,Bangalore,Punjab,Electronics,2026-04-18,False,True
U00045,user00045,user45@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Vijay Kumar 45,49,Female,Kolkata,Punjab,"Beauty,Home & Kitchen,Toys",2023-06-27,False,False
U00046,user00046,user46@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 46,32,Male,Chandigarh,Punjab,Health,2024-06-24,False,True
U00047,user00047,user47@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Sneha Gupta 47,42,Male,Delhi,Telangana,"Sports,Toys,Fashion",2024-04-11,False,True
U00048,user00048,user48@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 48,41,Female,Delhi,Punjab,"Grocery,Beauty,Health,Books",2023-11-26,False,True
U00049,user00049,user49@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Vijay Kumar 49,64,Other,Mumbai,Telangana,"Fashion,Electronics",2026-03-16,False,True
U00050,user00050,user50@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 50,45,Male,Delhi,West Bengal,"Books,Beauty",2023-05-10,False,True
U00051,user00051,user51@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 51,33,Other,Jaipur,Gujarat,"Fashion,Sports",2023-05-23,False,True
U00052,user00052,user52@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 52,21,Female,Hyderabad,Punjab,"Home & Kitchen,Toys,Automotive",2024-02-15,False,True
U00053,user00053,user53@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 53,47,Male,Lucknow,Karnataka,"Health,Fashion,Sports,Grocery",2026-04-02,False,True
U00054,user00054,user54@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 54,34,Male,Bangalore,Gujarat,"Books,Sports",2024-04-02,False,True
U00055,user00055,user55@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 55,42,Other,Chennai,Rajasthan,"Automotive,Sports",2023-08-21,False,True
U00056,user00056,user56@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 56,29,Male,Kolkata,Karnataka,"Automotive,Health",2025-06-17,False,True
U00057,user00057,user57@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 57,42,Other,Mumbai,Gujarat,Books,2024-07-11,False,True
U00058,user00058,user58@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 58,60,Female,Kolkata,Punjab,"Books,Beauty,Toys",2024-04-21,False,True
U00059,user00059,user59@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 59,32,Other,Hyderabad,Gujarat,"Health,Sports,Books",2024-10-14,False,True
U00060,user00060,user60@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 60,47,Other,Ahmedabad,Tamil Nadu,"Fashion,Beauty,Home & Kitchen,Automotive",2023-07-05,False,True
U00061,user00061,user61@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 61,59,Other,Mumbai,UP,"Grocery,Health",2025-07-06,False,True
U00062,user00062,user62@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 62,23,Male,Lucknow,Tamil Nadu,"Toys,Sports,Grocery",2025-12-07,False,True
U00063,user00063,user63@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 63,32,Female,Pune,Maharashtra,"Books,Health,Fashion,Beauty",2024-11-22,False,True
U00064,user00064,user64@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 64,34,Other,Mumbai,Maharashtra,"Automotive,Books,Home & Kitchen,Health",2025-07-01,False,True
U00065,user00065,user65@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 65,60,Male,Chandigarh,Karnataka,"Electronics,Health",2023-05-06,False,True
U00066,user00066,user66@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 66,19,Other,Jaipur,Rajasthan,"Electronics,Toys",2024-06-18,False,True
U00067,user00067,user67@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Sneha Gupta 67,32,Other,Pune,Tamil Nadu,"Automotive,Beauty,Books,Electronics",2025-07-19,False,True
U00068,user00068,user68@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 68,62,Other,Jaipur,UP,"Grocery,Home & Kitchen,Books",2023-11-22,False,True
U00069,user00069,user69@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 69,30,Male,Chandigarh,UP,"Beauty,Electronics,Fashion,Sports",2023-10-10,False,True
U00070,user00070,user70@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 70,38,Other,Hyderabad,Punjab,Sports,2023-07-27,False,True
U00071,user00071,user71@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 71,32,Other,Mumbai,Rajasthan,"Beauty,Home & Kitchen,Health,Fashion",2024-02-08,False,True
U00072,user00072,user72@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 72,21,Female,Chennai,Telangana,"Electronics,Grocery",2024-05-09,False,True
U00073,user00073,user73@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 73,42,Male,Chennai,Maharashtra,"Electronics,Toys",2026-04-12,False,True
U00074,user00074,user74@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 74,42,Female,Ahmedabad,Tamil Nadu,Automotive,2024-09-30,False,True
U00075,user00075,user75@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 75,35,Female,Jaipur,Punjab,"Electronics,Toys",2025-07-01,False,True
U00076,user00076,user76@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 76,19,Other,Pune,Rajasthan,"Books,Automotive,Fashion",2025-06-06,False,True
U00077,user00077,user77@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 77,62,Other,Bangalore,Punjab,"Books,Automotive,Electronics",2026-03-26,False,True
U00078,user00078,user78@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Vijay Kumar 78,24,Other,Bangalore,UP,Books,2024-06-10,False,True
U00079,user00079,user79@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Vijay Kumar 79,29,Female,Lucknow,West Bengal,"Health,Beauty,Electronics",2025-11-29,False,True
U00080,user00080,user80@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 80,35,Female,Ahmedabad,Tamil Nadu,"Grocery,Electronics,Health",2024-09-16,False,True
U00081,user00081,user81@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 81,58,Other,Pune,Tamil Nadu,Home & Kitchen,2024-03-29,False,True
U00082,user00082,user82@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 82,46,Other,Surat,Tamil Nadu,"Toys,Home & Kitchen,Beauty,Automotive",2023-06-27,False,True
U00083,user00083,user83@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 83,25,Other,Chandigarh,Maharashtra,"Fashion,Grocery",2024-11-24,False,True
U00084,user00084,user84@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rohit Verma 84,49,Male,Hyderabad,Delhi,"Grocery,Automotive,Toys,Fashion",2026-03-17,False,True
U00085,user00085,user85@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 85,51,Male,Kolkata,Rajasthan,"Books,Health,Fashion,Home & Kitchen",2024-12-20,False,True
U00086,user00086,user86@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 86,46,Male,Chandigarh,Tamil Nadu,"Fashion,Health,Beauty",2024-04-04,False,True
U00087,user00087,user87@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Vijay Kumar 87,23,Female,Chandigarh,Gujarat,"Health,Home & Kitchen,Beauty,Sports",2024-07-14,False,True
U00088,user00088,user88@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 88,54,Male,Bangalore,UP,"Beauty,Automotive,Home & Kitchen,Health",2024-12-27,False,True
U00089,user00089,user89@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rohit Verma 89,25,Female,Hyderabad,Punjab,"Home & Kitchen,Automotive",2024-05-13,False,True
U00090,user00090,user90@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 90,25,Other,Lucknow,Maharashtra,"Books,Health,Grocery",2024-07-18,False,True
U00091,user00091,user91@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 91,27,Male,Chandigarh,Punjab,"Health,Books,Beauty",2023-11-23,False,True
U00092,user00092,user92@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 92,18,Female,Kolkata,Delhi,"Fashion,Electronics,Sports",2023-06-26,False,True
U00093,user00093,user93@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 93,43,Female,Ahmedabad,Delhi,"Toys,Automotive,Sports",2023-07-22,False,True
U00094,user00094,user94@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 94,43,Male,Mumbai,West Bengal,Home & Kitchen,2025-11-07,False,True
U00095,user00095,user95@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 95,58,Male,Lucknow,Punjab,"Fashion,Home & Kitchen,Toys,Health",2023-08-14,False,True
U00096,user00096,user96@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 96,29,Female,Chennai,Maharashtra,Sports,2026-02-19,False,True
U00097,user00097,user97@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 97,59,Female,Mumbai,West Bengal,"Fashion,Grocery,Toys",2023-10-28,False,True
U00098,user00098,user98@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 98,60,Other,Kolkata,Delhi,Home & Kitchen,2023-08-05,False,True
U00099,user00099,user99@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 99,55,Other,Jaipur,Rajasthan,"Books,Toys",2025-10-20,False,True
U00100,user00100,user100@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rohit Verma 100,23,Male,Ahmedabad,West Bengal,"Automotive,Books",2023-12-30,False,True
U00101,user00101,user101@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 101,62,Other,Delhi,Karnataka,Grocery,2024-04-13,False,True
U00102,user00102,user102@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 102,57,Male,Bangalore,Delhi,"Fashion,Automotive,Health",2024-08-27,False,True
U00103,user00103,user103@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 103,48,Other,Surat,Maharashtra,Grocery,2024-09-19,False,True
U00104,user00104,user104@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 104,33,Other,Ahmedabad,Karnataka,"Books,Sports",2025-05-04,False,True
U00105,user00105,user105@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 105,38,Female,Chennai,West Bengal,Electronics,2023-10-02,False,True
U00106,user00106,user106@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 106,26,Male,Kolkata,Rajasthan,"Health,Automotive,Fashion,Home & Kitchen",2023-11-19,False,True
U00107,user00107,user107@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 107,64,Female,Surat,Karnataka,"Toys,Electronics",2024-11-24,False,True
U00108,user00108,user108@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 108,27,Female,Chandigarh,Telangana,Fashion,2024-11-18,False,True
U00109,user00109,user109@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 109,24,Male,Ahmedabad,Delhi,"Health,Electronics",2024-06-13,False,True
U00110,user00110,user110@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 110,45,Male,Ahmedabad,Gujarat,Books,2024-06-22,False,True
U00111,user00111,user111@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rohit Verma 111,59,Other,Surat,Maharashtra,"Health,Beauty,Sports,Automotive",2024-02-13,False,True
U00112,user00112,user112@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 112,54,Male,Hyderabad,Maharashtra,"Automotive,Electronics,Grocery",2024-12-16,False,True
U00113,user00113,user113@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 113,43,Male,Delhi,West Bengal,"Sports,Electronics,Grocery,Beauty",2024-11-08,False,True
U00114,user00114,user114@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 114,25,Female,Pune,Tamil Nadu,Fashion,2024-04-27,False,True
U00115,user00115,user115@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 115,30,Female,Hyderabad,Tamil Nadu,"Electronics,Grocery,Health",2025-09-03,False,True
U00116,user00116,user116@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 116,28,Other,Pune,Maharashtra,"Electronics,Automotive,Toys",2024-02-15,False,True
U00117,user00117,user117@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 117,24,Other,Chandigarh,UP,"Electronics,Sports,Books",2023-05-13,False,True
U00118,user00118,user118@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 118,18,Female,Hyderabad,Karnataka,Automotive,2024-07-07,False,True
U00119,user00119,user119@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 119,21,Male,Lucknow,UP,"Toys,Beauty",2025-01-29,False,True
U00120,user00120,user120@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 120,45,Female,Chennai,UP,"Home & Kitchen,Electronics,Grocery",2024-03-27,False,True
U00121,user00121,user121@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 121,38,Female,Bangalore,Tamil Nadu,"Health,Books,Home & Kitchen",2024-09-26,False,True
U00122,user00122,user122@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 122,50,Other,Mumbai,Gujarat,"Automotive,Beauty",2023-11-18,False,False
U00123,user00123,user123@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 123,32,Other,Jaipur,Punjab,"Electronics,Fashion,Health",2024-06-13,False,True
U00124,user00124,user124@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 124,41,Male,Chandigarh,Delhi,"Fashion,Sports",2024-07-14,False,False
U00125,user00125,user125@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 125,23,Other,Pune,West Bengal,"Home & Kitchen,Automotive",2025-06-26,False,True
U00126,user00126,user126@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 126,47,Other,Ahmedabad,Maharashtra,"Health,Automotive",2026-02-03,False,True
U00127,user00127,user127@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 127,56,Other,Pune,UP,Beauty,2025-07-27,False,True
U00128,user00128,user128@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 128,59,Other,Lucknow,UP,"Beauty,Health",2023-05-29,False,True
U00129,user00129,user129@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Sneha Gupta 129,65,Female,Kolkata,UP,Automotive,2026-02-15,False,True
U00130,user00130,user130@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Deepika Nair 130,27,Female,Pune,Punjab,"Beauty,Home & Kitchen,Fashion",2025-07-16,False,True
U00131,user00131,user131@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Amit Patel 131,24,Female,Pune,UP,"Fashion,Sports",2024-11-04,False,True
U00132,user00132,user132@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Vijay Kumar 132,38,Other,Kolkata,West Bengal,"Grocery,Health,Beauty",2023-11-10,False,True
U00133,user00133,user133@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 133,25,Female,Bangalore,Karnataka,"Grocery,Fashion",2026-04-15,False,True
U00134,user00134,user134@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Pooja Pillai 134,48,Female,Ahmedabad,Rajasthan,"Automotive,Books,Fashion",2025-11-11,False,True
U00135,user00135,user135@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Priya Singh 135,28,Male,Hyderabad,West Bengal,"Home & Kitchen,Books",2024-02-15,False,True
U00136,user00136,user136@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 136,23,Other,Delhi,West Bengal,"Beauty,Automotive,Fashion,Books",2023-11-23,False,True
U00137,user00137,user137@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rohit Verma 137,64,Other,Mumbai,Gujarat,"Toys,Health,Fashion",2025-01-16,False,True
U00138,user00138,user138@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 138,64,Male,Pune,UP,"Home & Kitchen,Fashion",2025-03-31,False,True
U00139,user00139,user139@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Rahul Sharma 139,43,Female,Ahmedabad,Karnataka,Health,2024-03-18,False,True
U00140,user00140,user140@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Karan Mehta 140,18,Other,Delhi,Karnataka,Books,2025-01-23,False,True
U00141,user00141,user141@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Ananya Joshi 141,47,Other,Delhi,Rajasthan,Health,2024-04-13,False,True
U00142,user00142,user142@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Sneha Gupta 142,48,Male,Pune,Delhi,"Books,Automotive",2023-11-18,False,True
U00143,user00143,user143@smartcart.ai,pbkdf2:sha256:600000$saltXYZ$hashedvalue,Sneha Gupta 143,54,Other,Ahmedabad,Rajasthan,"Toys,Automotive,Home & Kitchen",2025-03-26,False,True
